LATITUDE           LONGITUDE
21.561269881090002 -90.11466761595942
21.561269881090002 -90.11456986028942
21.561269881090002 -90.11458194243941
21.56137971891 -90.11459402458941
21.561269881090002 -90.11471594455939
21.56137971891 -90.11472802670939
21.561269881090002 -90.11474010885938
21.561269881090002 -90.11475219100937
21.561269881090002 -90.11476427315937
21.56137971891 -90.11466651748937
21.56137971891 -90.11467859963936
21.561269881090002 -90.11480051960935
21.56137971891 -90.11481260175934
21.561269881090002 -90.11482468390933
21.561269881090002 -90.11472692823934
21.56137971891 -90.11473901038933
21.56137971891 -90.11475109253932
21.561269881090002 -90.11476317468932
21.561269881090002 -90.11477525683931
21.561269881090002 -90.1147873389893
21.56137971891 -90.11490925895929
21.56137971891 -90.11492134110928
21.56137971891 -90.11482358543928
21.561269881090002 -90.11494550540927
21.56137971891 -90.11495758755926
21.56137971891 -90.11496966970925
21.561269881090002 -90.11498175185925
21.561269881090002 -90.11488399618925
21.561269881090002 -90.11500591615923
21.561269881090002 -90.11490816048924
21.56137971891 -90.11492024263923
21.561269881090002 -90.11493232478922
21.561269881090002 -90.11494440693922
21.561269881090002 -90.11495648908921
21.561269881090002 -90.11495648908921
21.561269881090002 -90.1150663269092
21.56137971891 -90.11495648908921
21.561269881090002 -90.11495648908921
21.561269881090002 -90.11495648908921
21.56137971891 -90.1150663269092
21.56137971891 -90.11495648908921
21.56137971891 -90.1150663269092
21.561269881090002 -90.11495648908921
21.561269881090002 -90.11495648908921
21.561269881090002 -90.11495648908921
21.56137971891 -90.11495648908921
21.56137971891 -90.11495648908921
21.56137971891 -90.1150663269092
21.56137971891 -90.1150663269092
21.56137971891 -90.11495648908921
21.561269881090002 -90.11495648908921
21.56137971891 -90.1150663269092
21.56137971891 -90.11495648908921
21.56137971891 -90.1149685712392
21.56139180106 -90.11509049120919
21.56140388321 -90.11510257335918
21.561306127540004 -90.11500481768918
21.561428047510002 -90.11501689983918
21.561330291840004 -90.11513881980916
21.561342373990005 -90.11515090195915
21.561464293960004 -90.11505314628916
21.561476376110004 -90.11506522843915
21.561378620440006 -90.11507731058914
21.561500540410005 -90.11508939273914
21.561512622560006 -90.11521131270912
21.561524704710006 -90.11511355703912
21.561536786860007 -90.11523547700911
21.561548869010007 -90.1152475591591
21.561560951160008 -90.1151498034891
21.56146319549001 -90.1151618856391
21.56147527764001 -90.11528380560908
21.56159719761001 -90.11518604993908
21.56160927976001 -90.11530796990907
21.56162136191001 -90.11521021423907
21.561523606240012 -90.11533213420905
21.561535688390013 -90.11534421635905
21.561547770540013 -90.11524646068905
21.561559852690014 -90.11536838065904
21.561681772660013 -90.11538046280903
21.561584016990015 -90.11528270713903
21.561705936960013 -90.11540462710902
21.561718019110014 -90.11541670925901
21.561620263440016 -90.115428791409
21.561742183410015 -90.115428791409
21.561644427740017 -90.11531895358901
21.561656509890017 -90.11531895358901
21.561668592040018 -90.115428791409
21.561790512010017 -90.11531895358901
21.561802594160017 -90.11531895358901
21.561814676310018 -90.11531895358901
21.56171692064002 -90.115428791409
21.56172900279002 -90.11531895358901
21.56185092276002 -90.11531895358901
21.56186300491002 -90.115428791409
21.56187508706002 -90.11531895358901
21.56188716921002 -90.115428791409
21.561789413540023 -90.115428791409
21.56191133351002 -90.115331035739
21.561813577840024 -90.11545295570899
21.561825659990024 -90.11535520003899
21.561947579960023 -90.11536728218898
21.561849824290025 -90.11548920215897
21.561971744260024 -90.11539144648897
21.561873988590026 -90.11540352863896
21.561995908560025 -90.11552544860895
21.561898152890027 -90.11553753075894
21.562020072860026 -90.11543977508894
21.562032155010026 -90.11545185723894
21.56193439934003 -90.11546393938893
21.56194648149003 -90.11547602153892
21.562068401460028 -90.11559794150891
21.56197064579003 -90.11550018583891
21.56209256576003 -90.1155122679889
21.56199481009003 -90.11563418795889
21.56211673006003 -90.11553643228889
21.56212881221003 -90.11554851443888
21.562031056540032 -90.11556059658888
21.56215297651003 -90.11557267873887
21.562055220840033 -90.11569459870886
21.562177140810032 -90.11559684303886
21.562079385140034 -90.11571876300884
21.562091467290035 -90.11562100733885
21.562213387260034 -90.11563308948884
21.562225469410034 -90.11564517163883
21.562237551560035 -90.11576709160882
21.562249633710035 -90.11577917375881
21.562151878040037 -90.11568141808881
21.562163960190038 -90.1158033380588
21.562176042340038 -90.11581542020879
21.562297962310037 -90.11582750235878
21.562310044460038 -90.11572974668879
21.562322126610038 -90.11585166665877
21.56233420876004 -90.11586374880876
21.56234629091004 -90.11576599313877
21.56224853524004 -90.11588791310875
21.56237045521004 -90.11579015743875
21.562272699540042 -90.11591207740874
21.562284781690042 -90.11592415955873
21.562296863840043 -90.11582640388873
21.562308945990043 -90.11583848603873
21.562430865960042 -90.11585056818872
21.562442948110043 -90.1159724881587
21.562455030260043 -90.1158747324887
21.562357274590045 -90.11599665245869
21.562479194560044 -90.11589889678869
21.562491276710045 -90.11602081675868
21.562503358860045 -90.11592306108868
21.562405603190047 -90.11593514323867
21.562527523160046 -90.11594722538867
21.562539605310047 -90.11606914535865
21.56244184964005 -90.11608122750864
21.562563769610048 -90.11598347183865
21.562575851760048 -90.11599555398864
21.56247809609005 -90.11600763613863
21.56249017824005 -90.11612955610862
21.56250226039005 -90.11603180043862
21.56251434254005 -90.1161537204086
21.56263626251005 -90.1161658025586
21.562538506840053 -90.11617788470859
21.56266042681005 -90.1160801290386
21.562562671140054 -90.11620204900858
21.562684591110052 -90.11621413115857
21.562696673260053 -90.11611637548857
21.562708755410053 -90.11612845763857
21.562610999740055 -90.11625037760855
21.562623081890056 -90.11615262193855
21.562745001860055 -90.11627454190854
21.562757084010055 -90.11628662405853
21.562659328340057 -90.11629870620853
21.562781248310056 -90.11631078835852
21.562793330460057 -90.11632287050851
21.56269557479006 -90.11622511483851
21.56270765694006 -90.11623719698851
21.56271973909006 -90.11635911695849
21.56284165906006 -90.1162613612885
21.56274390339006 -90.11638328125848
21.56275598554006 -90.11628552558848
21.56287790551006 -90.11640744555847
21.562780149840062 -90.11641952770846
21.56290206981006 -90.11643160985845
21.56291415196006 -90.11633385418845
21.562816396290064 -90.11634593633845
21.562828478440064 -90.11635801848844
21.562950398410063 -90.11647993845843
21.562962480560063 -90.11649202060842
21.562864724890066 -90.11639426493842
21.562876807040066 -90.1165161849084
21.562998727010065 -90.11641842923841
21.563010809160065 -90.1164305113884
21.562913053490067 -90.1164425935384
21.563034973460066 -90.11645467568839
21.56293721779007 -90.11657659565837
21.56294929994007 -90.11646675783838
21.56294929994007 -90.11646675783838
21.56294929994007 -90.11657659565837
21.563059137760067 -90.11646675783838
21.56294929994007 -90.11646675783838
21.563059137760067 -90.11657659565837
21.563059137760067 -90.11646675783838
21.56294929994007 -90.11646675783838
21.56294929994007 -90.11657659565837
21.56294929994007 -90.11646675783838
21.56294929994007 -90.11646675783838
21.563059137760067 -90.11657659565837
21.56294929994007 -90.11646675783838
21.56294929994007 -90.11657659565837
21.56294929994007 -90.11657659565837
21.56294929994007 -90.11657659565837
21.563059137760067 -90.11657659565837
21.56294929994007 -90.11646675783838
21.56294929994007 -90.11657659565837
21.56294929994007 -90.11646675783838
21.563059137760067 -90.11657659565837
21.56294929994007 -90.11646675783838
21.563059137760067 -90.11646675783838
21.56294929994007 -90.11646675783838
21.563059137760067 -90.11657659565837
21.563059137760067 -90.11657659565837
21.56294929994007 -90.11658867780837
21.56294929994007 -90.11660075995836
21.56294929994007 -90.11650300428836
21.56294929994007 -90.11651508643835
21.56294929994007 -90.11663700640834
21.563059137760067 -90.11664908855833
21.563059137760067 -90.11666117070833
21.56294929994007 -90.11656341503833
21.56294929994007 -90.11668533500831
21.56294929994007 -90.1166974171583
21.563059137760067 -90.1167094993083
21.56294929994007 -90.1167215814583
21.563059137760067 -90.1166238257883
21.563059137760067 -90.11663590793829
21.56294929994007 -90.11675782790827
21.56294929994007 -90.11666007223828
21.56294929994007 -90.11678199220826
21.56294929994007 -90.11679407435825
21.563059137760067 -90.11680615650825
21.563059137760067 -90.11670840083825
21.56294929994007 -90.11683032080823
21.563059137760067 -90.11673256513824
21.563059137760067 -90.11685448510822
21.563059137760067 -90.11686656725821
21.56294929994007 -90.1168786494082
21.563059137760067 -90.1168907315582
21.563059137760067 -90.1169028137082
21.563059137760067 -90.1168050580382
21.563059137760067 -90.11681714018819
21.563059137760067 -90.11682922233818
21.56294929994007 -90.11684130448818
21.563059137760067 -90.11685338663817
21.56294929994007 -90.11697530660815
21.563059137760067 -90.11698738875815
21.563059137760067 -90.11699947090814
21.563059137760067 -90.11690171523814
21.56294929994007 -90.11702363520813
21.563059137760067 -90.11692587953813
21.56294929994007 -90.11704779950811
21.563059137760067 -90.11695004383812
21.56294929994007 -90.11696212598811
21.56294929994007 -90.1170840459581
21.56294929994007 -90.11709612810809
21.563059137760067 -90.11699837243809
21.56294929994007 -90.11701045458808
21.563059137760067 -90.11702253673808
21.563059137760067 -90.11714445670806
21.56294929994007 -90.11704670103806
21.56294929994007 -90.11716862100805
21.563059137760067 -90.11707086533805
21.563059137760067 -90.11708294748804
21.563059137760067 -90.11720486745803
21.563059137760067 -90.11710711178803
21.56294929994007 -90.11711919393802
21.56294929994007 -90.11724111390801
21.563059137760067 -90.11714335823801
21.56294929994007 -90.117265278208
21.56294929994007 -90.11727736035799
21.56294929994007 -90.11717960468799
21.563059137760067 -90.11719168683798
21.56294929994007 -90.11720376898798
21.563059137760067 -90.11732568895796
21.56294929994007 -90.11733777110796
21.563059137760067 -90.11724001543796
21.563059137760067 -90.11736193540794
21.56294929994007 -90.11726417973794
21.56294929994007 -90.11738609970793
21.563059137760067 -90.11728834403793
21.56294929994007 -90.11730042618792
21.56294929994007 -90.11742234615791
21.563059137760067 -90.11732459048791
21.56294929994007 -90.1173366726379
21.563059137760067 -90.1173487547879
21.563059137760067 -90.11747067475788
21.56294929994007 -90.11748275690788
21.56294929994007 -90.11738500123788
21.56294929994007 -90.11739708338787
21.56294929994007 -90.11751900335786
21.56294929994007 -90.11742124768786
21.563059137760067 -90.11743332983785
21.56294929994007 -90.11744541198784
21.56294929994007 -90.11756733195783
21.56294929994007 -90.11746957628783
21.563059137760067 -90.11748165843782
21.56294929994007 -90.11749374058782
21.563059137760067 -90.1176156605578
21.563059137760067 -90.1176277427078
21.563059137760067 -90.11763982485779
21.563059137760067 -90.11754206918779
21.563059137760067 -90.11755415133779
21.563059137760067 -90.11756623348778
21.563059137760067 -90.11768815345776
21.563059137760067 -90.11770023560776
21.563059137760067 -90.11760247993776
21.56294929994007 -90.11761456208775
21.563059137760067 -90.11773648205774
21.56294929994007 -90.11763872638774
21.563059137760067 -90.11765080853773
21.56294929994007 -90.11777272850772
21.563059137760067 -90.11778481065771
21.563059137760067 -90.11768705498771
21.563059137760067 -90.1178089749577
21.563059137760067 -90.11782105710769
21.56294929994007 -90.11772330143769
21.563059137760067 -90.11784522140768
21.563059137760067 -90.11785730355767
21.563059137760067 -90.11775954788767
21.563059137760067 -90.11777163003767
21.56294929994007 -90.11778371218766
21.563059137760067 -90.11790563215764
21.56294929994007 -90.11791771430764
21.563059137760067 -90.11792979645763
21.56294929994007 -90.11794187860762
21.56294929994007 -90.11795396075762
21.563059137760067 -90.11796604290761
21.56294929994007 -90.11786828723761
21.563059137760067 -90.1179902072076
21.56294929994007 -90.11800228935759
21.563059137760067 -90.11801437150758
21.563059137760067 -90.11802645365758
21.56294929994007 -90.11792869798758
21.563059137760067 -90.11805061795756
21.56294929994007 -90.11806270010756
21.563059137760067 -90.11796494443756
21.563059137760067 -90.11797702658755
21.56294929994007 -90.11798910873755
21.56294929994007 -90.11811102870753
21.563059137760067 -90.11812311085752
21.563059137760067 -90.11813519300752
21.56294929994007 -90.11803743733752
21.563059137760067 -90.11804951948751
21.563059137760067 -90.1181714394575
21.563059137760067 -90.1180736837875
21.56294929994007 -90.11819560375748
21.563059137760067 -90.11809784808749
21.563059137760067 -90.11821976805747
21.563059137760067 -90.11812201238747
21.56294929994007 -90.11813409453747
21.56294929994007 -90.11825601450745
21.56294929994007 -90.11826809665745
21.563059137760067 -90.11828017880744
21.56294929994007 -90.11818242313744
21.563059137760067 -90.11830434310743
21.563059137760067 -90.11820658743743
21.563059137760067 -90.11832850740741
21.56294929994007 -90.1183405895574
21.56294929994007 -90.11824283388741
21.563059137760067 -90.1182549160374
21.56294929994007 -90.1182669981874
21.56294929994007 -90.11838891815738
21.563059137760067 -90.11840100030737
21.56294929994007 -90.11841308245737
21.56294929994007 -90.11831532678737
21.56294929994007 -90.11843724675735
21.563059137760067 -90.11844932890735
21.563059137760067 -90.11846141105734
21.56294929994007 -90.11836365538734
21.56294929994007 -90.11837573753733
21.563059137760067 -90.11849765750732
21.56294929994007 -90.11850973965731
21.56294929994007 -90.1185218218073
21.563059137760067 -90.1185339039573
21.56294929994007 -90.11854598610729
21.563059137760067 -90.11855806825729
21.56294929994007 -90.11857015040728
21.56294929994007 -90.11847239473728
21.563059137760067 -90.11859431470727
21.563059137760067 -90.11860639685726
21.563059137760067 -90.11850864118726
